bodr;Bodr
b_waninya;Waninya
koruyat;Koruyat
b_enuyat;Enuyat
b_wanako;Wanako
b_dolanni;Dolanni
b_ratergun;Ratergun
b_neninya;Neninya
b_lolanni;Lolanni
b_kanergun;Kanergun
b_radeven;Radeven
riafako;Riafako
b_qanatant;Qana'tant
b_ranergun;Ranergun
b_tergun;Tergun
b_nalako;Nalako
b_bunuyat;Bunuyat
b_kuyat;Kuyat
b_enijne;Enijne
b_wako;Wako
ralerdon;Ralerdon
b_qivalya;Qivalya
b_eteven;Eteven
b_qanuhan;Qanuhan
b_tunanni;Tunanni
b_ranijne;Ranijne
b_qiafa;Qiafa
b_rananni;Rananni
tatijne;Tatijne
tatijne_adj;Tatijne
b_luca;Luca
b_ranni;Ranni
b_ahadal;Ahadal
b_werinya;Werinya
b_ralergun;Ralergun
b_qunata;Qunata
b_kunijne;Kunijne
b_ekiafako;Ekiafako
b_sasal;Sasal
b_razouwe;Razouwe
b_dazal;Dazal
b_demazohn;Demazohn
b_batajpal;Batajpal
b_ricanda;Ricanda
b_wakal;Wakal
b_tazouwe;Tazouwe
qopitus;Qopitus
bazouwe;Bazouwe
tauk;Tauk
watal;Watal
dauk;Dauk
sak;Sak
sahk;Sahk
dyank;Dyank
kard;Kard
sivi;Sivi
busk;Busk
lomk;Lomk
ajeja;Ajeja
achal;Achal
keja;Keja
wark;Wark
rark;Rark
dond;Dond
nirk;Nirk
nurre;Nurre
durna;Durna
sene;Sene
avle;Avle
aryahozar;Aryahozar
bimiy;Bimiy
tudimur;Tudimur
raiyar;Raçiyar
tunamir;Tunamir
qapostun;Qapostun
nabr;Nabr
lapn;Lapn
kap;Kap
tapn;Tapn
abr;Abr
nura;Nura
kayt;Kayt
tozonoc;Tozonoc
b_kaloxre;Kaloxre
b_wezonoc;Wezonoc
b_sikamon;Sikamon
b_amasalda;Amasalda
b_tozamon;Tozamon
b_rahelwi;Rahelwi
b_deloxeth;Deloxeth
b_azaholf;Azaholf
ahasal;Ahasal
qalla;Qalla
tabr;Tabr
nal;Nal
nal_adj;Nal
nal_desc;Nal
rah;Rah
nuro;Nuro
do;Do
buro;Buro
elh;Elh
ralal;Ralal
waru;Waru
niradir;Niradir
kedeled;Kedeled
qens;Qens
anikikt;Anikikt
tigid;Tigid
dopher;Dopher
tenena;Tenena
bals;Bals
sikn;Sikn
keln;Keln
qan;Qan
rys;Rys
bui;Bui
luba;Luba
dy;Dy
anye;Anye
b_lunuyat;Lunuyat
b_tanye;Tanye
b_rolanni;Rolanni
b_tanni;Tanni
b_kako;Kako
b_ratuhan;Ratuhan
b_walinya;Walinya
b_dalata;Dalata
silye;Silye
wal;Wal
dett;Dett
nant;Nant
nant_adj;Nant
tila;Tila
epatt;Epatt
kaict;Kaict
adent;Adent
datt;Datt
ent;Ent
tatt;Tatt
silt;Silt
tisal;Tisal
asal;Asal
batt;Batt
daict;Daict
tyt;Tyt
lert;Lert
kort;Kort
kyz;Kyz
wilz;Wilz
lyz;Lyz
kagz;Kagz
asamz;Asamz
tulz;Tulz
namz;Namz
belz;Belz
anko;Anko
nerz;Nerz
redko;Redko
wedko;Wedko
latako;Latako
watata;Watata
watata_DESC;All praise the almighty Ræey!
rey;Ræey
agyad;Agyad
etheat;Etheat
bealair;Bealair
thand;Tæhand
esigh;Esigh
rined;Rined
diw;Diw
kh;Kæh
amar;Amar
kiney;Kiney
ded;Ded
kined;Kined
dyt;Dyt
kyaz;Ky Az
b_byao;Byao
b_ecako;Ecako
b_renzaz;Renz Az
b_qerako;Qerako
b_winihr;Winihr
b_nenyako;Nenyako
b_efyif;Efyif
b_sinilf;Sinilf
tatihr;Tatihr
b_tubyako;Tubyako
b_lagis;Lagisê
b_bedouz;Bedouz
b_ledilf;Ledilf
b_eniarouz;Eniarouz
b_deriraz;Deriraz
b_daicihr;Daicihr
b_darujku;Darujku
wariraz;Wariraz
b_ratako;Ratako
b_sagako;Sagako
b_kinosrau;Kinosrau
b_afagaba;Afagaba
b_lerilf;Lerilf
b_lelyaya;Lelyaya
b_ryir;Ryir
b_linujku;Linujku
byyako;Byyako
b_tubujku;Tubujku
b_linaytas;Linaytas
b_tamsihr;Tamsihr
b_bariraz;Bariraz
b_rubosrau;Rubosrau
b_ryif;Ryif
b_taicata;Taicata
tedaytas;Tedaytas
b_latilf;Latilf
b_benzuko;Benz Uko
b_elyaa;Elyaa
b_bedosrau;Bedosrau
b_abosrau;Abosrau
b_sinulay;Sinulay
b_qinkolagz;Qinko Lagz
b_qataba;Qataba
selyao;Selyao
b_waiktas;Waiktas
b_satihar;Satihar
b_qinalya;Qinalya
b_kyouz;Kyouz
b_satujku;Satujku
b_aragis;Aragisê
b_epatihr;Epatihr
b_natihr;Natihr
tamsouz;Tamsouz
b_kiarihr;Kiarihr
b_nenujku;Nenujku
b_relujku;Relujku
b_efyir;Efyir
b_kagata;Kagata
b_sarilf;Sarilf
b_tamaikihr;Tamaikihr
b_tamsako;Tamsako
b_waicyako;Waicyako
b_kamsouz;Kamsouz
b_aniraz;Aniraz
b_epatyako;Epatyako
b_denihr;Denihr
b_kepatziko;Kepatz Iko
b_seraba;Seraba
b_tinosrau;Tinosrau
rinihr;Rinihr
b_nagaba;Nagaba
b_qaikaba;Qaikaba
b_kinujku;Kinujku
b_tyaya;Tyaya
b_ragata;Ragata
b_katihr;Katihr
b_lataba;Lataba
b_dagihr;Dagihr
wagilf;Wagilf
b_alyia;Alyia
b_bafyao;Bafyao
b_taicako;Taicako
b_kedako;Kedako
b_ramaikihr;Ramaikihr
b_lubosrau;Lubosrau
b_waicata;Waicata
b_batihr;Batihr
byua;Byua
b_bedis;Bedisê
b_ragako;Ragako
b_satata;Satata
b_ediarihr;Ediarihr
b_ryyako;Ryyako
b_tinihr;Tinihr
b_wiarihr;Wiarihr
b_wenis;Wenisê
b_wagouz;Wagouz
b_lenihr;Lenihr
b_linihar;Linihar
b_qedosrau;Qedosrau
b_beraba;Beraba
b_renihr;Renihr
b_qinyako;Qinyako
b_tyaz;Ty Az
kenanay;Kenanay
b_ragujku;Ragujku
b_ledihr;Ledihr
b_dinulay;Dinulay
b_anaytas;Anaytas
b_elyyako;Elyyako
b_waicihar;Waicihar
b_wedyako;Wedyako
b_ryouz;Ryouz
radkokinko;Radko Kinko
b_binanay;Binanay
b_ryao;Ryao
b_latujku;Latujku
b_tedako;Tedako
b_datulay;Datulay
b_defyouz;Defyouz
b_efagata;Efagata
b_damsata;Damsata
sedosrau;Sedosrau
b_tamsaba;Tamsaba
b_qyir;Qyir
b_enedyako;Enedyako
b_rubujku;Rubujku
b_afyy;Afy Y
b_epatis;Epatisê
b_warata;Warata
b_werilf;Werilf
ewyaz;Ewy Az
b_taikaba;Taikaba
b_katulay;Katulay
b_kamsihr;Kamsihr
b_tyao;Tyao
b_kaicis;Kaicisê
b_leriraz;Leriraz
b_kenihar;Kenihar
b_redako;Redako
kiartas;Kiartas
b_tyuku;Tyuku
b_qeryako;Qeryako
b_qelako;Qelako
b_efagihar;Efagihar
b_lenako;Lenako
b_katouz;Katouz
b_qamsata;Qamsata
b_nubanay;Nubanay
remetata;Remetata
b_lako;Lako
b_reven;Reven
b_derijne;Derijne
b_kaduyat;Kaduyat
b_tateven;Tateven
b_kalako;Kalako
b_danuhan;Danuhan
b_kaulako;Kaulako
ametateg;Ametateg
terdon;Terdon
lia;Lia
niva;Niva
kada;Kada
bilr;Bilr
nolt;Nolt
anna;Anna
wanna;Wanna
enna;Enna
torna;Torna
ebrne;Ebrne
tanna;Tanna
danna;Danna
sanna;Sanna
qatna;Qatna
qalna;Qalna
lamn;Lamn
aheln;Aheln
alamn;Alamn
qatn;Qatn
tamn;Tamn
tilna;Tilna
tahs;Tahs
samr;Samr
namr;Namr
lans;Lans
tamr;Tamr
tuss;Tuss
ejanega;Ejanega
navent;Navent
navent_DESC;All praise the almighty Qira!
qira;Qira
erekokan;Erekokan
alitemka;Alitemka
wobuaz;Wobuaz
lavokya;Lavokya
tosay;Tosay
dosn;Dosn
noba;Noba
taz;Taz
tazay;Tazay
kyn;Kyn
rosn;Rosn
bosn;Bosn
sosn;Sosn
lobz;Lobz
wua;Wua
tamega;Tamega
b_kuxsas;Kuxs-As
b_tamrivdi;Tamrivdi
b_banaca;Banaca
b_ramrinha;Ramrinha
b_leranaus;Leranaus
b_labena;Labena
b_rilaca;Rilaca
b_tejanaca;Tejanaca
nakaca;Nakaca
b_wahina;Wahina
b_salusha;Salusha
b_kanent;Kanent
b_lamius;Lamius
b_sakega;Sakega
b_kuxaus;Kuxaus
b_kalena;Kalena
b_takimiy;Takimiy
tukage;Tukage
b_ryeagebazdas;Ryñe-Agñe Bazdas
b_ehiks;Ehiks
b_kiks;Kiks
b_lukiks;Lukiks
b_raxae;Raxaññe
b_ryehudo;Ryehudo
b_abelyape;Abelyape
b_kukya;Kukya
daxyape;Daxyape
qegudo;Qegudo
dobla;Dobla
winla;Winla
lezpe;Lezpe
tyars;Tyars
azn;Azn
nezpe;Nezpe
lezn;Lezn
dezn;Dezn
lamla;Lamla
luks;Luks
racx;Racx
qinas;Qinas
econs;Econs
nonas;Nonas
kacx;Kacx
kia;Kia
akuks;Akuks
luk;Luk
buk;Buk
konas;Konas
ramgu;Ramgu
ronas;Ronas
kab;Kab
wias;Wias
bia;Bia
kyar;Kyar
labs;Labs
wyar;Wyar
alka;Alka
lol;Lol
qolas;Qol'as
tonuyu;Tonuyu
tonuyu_DESC;All praise the almighty Reo!
reo;Reo
rulildu;Rulildu
ramilla;Ramilla
leldiro;Leldiro
ralildu;Ralildu
kair;Kair
sec;Sec
agr;Agr
deld;Deld
efra;Efra
qec;Qec
emas;Emas
deos;Deos
talr;Talr
rulr;Rulr
qyehala;Qyehala
b_rinuge;Rinuge
b_linappa;Linappa
b_qolala;Qolala
b_noluyu;Noluyu
b_winagiri;Winagiri
b_niarabs;Nia'rabs
b_satuge;Satuge
b_tinadra;Tinadra
qinappa;Qinappa
b_ecenala;Ecenala
b_biacia;Biacia
b_tasappa;Tasappa
b_liacala;Liacala
b_ronsaao;Ronsaa-O
b_tinahim;Tinahim
b_lamahim;Lamahim
b_kyarslab;Kyarslab
toluge;Toluge
b_rinuyu;Rinuyu
b_acenoos;Acenoos
b_talala;Talala
b_kaladra;Kaladra
b_ralayaka;Ralayaka
b_kecenadra;Kecenadra
b_raladra;Raladra
b_qamala;Qamala
winayya;Winayya
b_tinork;Tinork
b_konahim;Konahim
b_enadra;Enadra
b_wolala;Wolala
b_tyehala;Tyehala
b_tolala;Tolala
b_kaluyu;Kaluyu
b_qiacala;Qiacala
wyarappa;Wyarappa
b_satae;Sataññe
b_tatappa;Tatappa
b_kelala;Kelala
b_ralahim;Ralahim
b_balagiri;Balagiri
b_qanuyu;Qanuyu
b_ahasuyu;Ahasuyu
b_kadra;Kadra
biacka;Biacka
b_winoos;Winoos
b_ratadra;Ratadra
b_nabuge;Nabuge
b_kabuyu;Kabuyu
b_sahuzhi;Sahuzhi
b_dalork;Dalork
b_qenae;Qenaññe
b_ralkawol;Ralka'wol
atatia;Atatia
b_lonuzhi;Lonuzhi
b_dalayaka;Dalayaka
b_denkakab;Denka'kab
b_syarork;Syarork
b_syaria;Syaria
b_wuking;Wuking
b_qatuge;Qatuge
b_tukayya;Tukayya
donayaka;Donayaka
b_koling;Koling
b_rinuzhi;Rinuzhi
b_tasala;Tasala
b_aroos;Aroos
b_riacoos;Riacoos
b_kabadra;Kabadra
b_balork;Balork
b_dabuyu;Dabuyu
rasork;Rasork
b_qetolappa;Qetolappa
b_nonkabols;Nonka'bols
b_loluge;Loluge
b_watuzhi;Watuzhi
b_adiacala;Adiacala
b_ryarayya;Ryarayya
b_katuyu;Katuyu
b_naroos;Naroos
noling;Noling
b_tabala;Tabala
b_adruzhi;Adruzhi
b_latappa;Latappa
b_erenork;Erenork
b_edaluyu;Edaluyu
b_raluge;Raluge
b_taluge;Taluge
b_laluzhi;Laluzhi
latae;Lataññe
b_etoling;Etoling
b_rabappa;Rabappa
b_asamia;Asamia
b_ekukuzhi;Ekukuzhi
b_watala;Watala
b_tatadra;Tatadra
b_talappa;Talappa
b_kalae;Kalaññe
adruge;Adruge
b_datoos;Datoos
b_linala;Linala
b_tork;Tork
b_konia;Konia
b_ehork;Ehork
b_qalappa;Qalappa
b_natia;Natia
b_qinuge;Qinuge
tatala;Tatala
b_nasala;Nasala
b_lonuyu;Lonuyu
b_anayaka;Anayaka
b_damappa;Damappa
b_binork;Binork
b_rinoos;Rinoos
b_byaring;Byaring
b_linayaka;Linayaka
adrae;Adraññe
b_batuyu;Batuyu
b_ramoos;Ramoos
b_awolork;Awolork
b_anayya;Anayya
b_tolae;Tolaññe
b_dabahim;Dabahim
b_rasae;Rasaññe
b_qamae;Qamaññe
dasork;Dasork
b_winayaka;Winayaka
b_laming;Laming
b_datala;Datala
b_wabae;Wabaññe
b_denappa;Denappa
b_senadra;Senadra
b_rolala;Rolala
b_linork;Linork
rabia;Rabia
rabia_adj;Rabia
b_ratala;Ratala
b_wetolayya;Wetolayya
b_byarala;Byarala
b_eqatuzhi;Eqatuzhi
b_kasala;Kasala
b_wasork;Wasork
b_salala;Salala
b_sekukatolbat;Sekuk'atol-Bat
tonae;Tonaññe
b_boluyu;Boluyu
b_kolork;Kolork
b_tukappa;Tukappa
b_kyaring;Kyaring
b_kalala;Kalala
b_rening;Rening
b_ralagiri;Ralagiri
b_tabia;Tabia
dabappa;Dabappa
b_tenyeh;Ten'yeh
b_sasadra;Sasadra
b_labala;Labala
b_qatork;Qatork
b_doloos;Doloos
b_toluzhi;Toluzhi
b_qabala;Qabala
damork;Damork
b_wonoos;Wonoos
b_enala;Enala
b_loluyu;Loluyu
b_lining;Lining
b_anagiri;Anagiri
b_ranagiri;Ranagiri
b_atolas;Atol'as
b_arinala;Arinala
tabayya;Tabayya
b_byarork;Byarork
b_etolala;Etolala
b_eladra;Eladra
b_benae;Benaññe
b_ahasayya;Ahasayya
b_samappa;Samappa
b_kukuyu;Kukuyu
b_tamo;Tam'o
atyarayya;Atyarayya
b_ralkana;Ralka'na
b_eluyu;Eluyu
b_bolae;Bolaññe
b_loning;Loning
b_samala;Samala
b_nekatuyu;Nekatuyu
b_rolayya;Rolayya
b_sabala;Sabala
ryaruyu;Ryaruyu
b_labuyu;Labuyu
b_syehahim;Syehahim
b_lasuge;Lasuge
b_kalayaka;Kalayaka
b_tamala;Tamala
b_nolala;Nolala
b_qatuzhi;Qatuzhi
enabappa;Enabappa
b_salia;Salia
b_samadra;Samadra
b_tatuzhi;Tatuzhi
b_dabala;Dabala
b_sappa;Sappa
b_kamahim;Kamahim
b_taluyu;Taluyu
b_qyehahim;Qyehahim
wabappa;Wabappa
b_tolia;Tolia
b_benia;Benia
b_nonae;Nonaññe
b_bolala;Bolala
b_bonayaka;Bonayaka
b_satas;Sat'as
b_satas_adj;Sat'as
b_tenuzhi;Tenuzhi
b_kekatae;Kekataññe
binkaatol;Binka'atol
b_soluzhi;Soluzhi
b_erahim;Erahim
b_renala;Renala
b_ania;Ania
b_syehuge;Syehuge
b_wukuyu;Wukuyu
b_qabuyu;Qabuyu
b_batuge;Batuge
b_qoloos;Qoloos
b_awolaka;Awol'aka
b_rensras;Rensras
b_ekatia;Ekatia
b_qamoos;Qamoos
b_alamork;Alamork
b_tiacala;Tiacala
ratappa;Ratappa
b_ekukork;Ekukork
b_ronuyu;Ronuyu
b_tukuyu;Tukuyu
b_tediacoos;Tediacoos
b_rala;Rala
b_tamuyu;Tamuyu
b_ranae;Ranaññe
b_akukayya;Akukayya
kinoos;Kinoos
b_nolahim;Nolahim
b_acenia;Acenia
b_tekukork;Tekukork
b_rolae;Rolaññe
b_ralappa;Ralappa
b_etolae;Etolaññe
b_bolayya;Bolayya
b_kinuge;Kinuge
walappa;Walappa
kyehuyu;Kyehuyu
lab;Lab
wer;Wer
qen;Qen
kaud;Kaud
raud;Raud
qud;Qud
qin;Qin
dut;Dut
rov;Rov
taud;Taud
qann;Qann
raled;Raled
qudn;Qudn
kudn;Kudn
livohn;Livohn
tag;Tag
wikne;Wikne
kehare;Kehare
kaheek;Kaheek
ekaugivi;Ekaugivi
kao;Kao
lea;Lea
bik;Bik
qanpo;Qanpo
taid;Taid
nea;Nea
bao;Bao
lanpo;Lanpo
no;No
kiud;Kiud
rook;Rook
ki;Ki
lao;Lao
dyir;Dyir
b_kaizafagz;Kaiz Afagz
b_belis;Belisê
b_datilf;Datilf
b_qagihar;Qagihar
b_nubata;Nubata
b_ebosrau;Ebosrau
b_lacis;Lacisê
b_lyez;Ly Ez
linulay;Linulay
telalya;Telalya
raicz;Raicz
tagz;Tagz
naicz;Naicz
epatz;Epatz
qaiz;Qaiz
alyz;Alyz
raiz;Raiz
ehelz;Ehelz
telz;Telz
byz;Byz
rarz;Rarz
taiz;Taiz
tyz;Tyz
alenz;Alenz
elyz;Elyz
batz;Batz
nai;Nai
bat;Bat
ky;Ky
sot;Sot
ahud;Ahud
liq;Liq
tay;Tay
wiqta;Wiqta
not;Not
sal;Sal
ekaygeya;Ekaygeya
tanay;Tanay
keucor;Keucor
diosemor;Diosemor
segoraner;Segor'aner
ranoedl;Ranoedl
danl;Danl
sanor;Sanor
kadw;Kadw
qano;Qano
amagl;Amagl
kanal;Kanal
kegr;Kegr
die;Die
tand;Tand
egr;Egr
koka;Koka
b_karata;Karata
b_eshunpal;Eshunpal
b_ludeya;Ludeya
b_sareya;Sareya
b_napala;Napala
b_qaspal;Qaspal
b_abkatotta;Abka Tot Ta
b_tithi;Tithi
rugili;Rugili
b_kilamur;Kilamur
b_wugor;Wugor
b_qewilili;Qewilili
b_aderane;Aderane
b_kapammai;Kapammai
b_tirgen;Tirgen
b_edouwica;Edouwica
b_kirgen;Kirgen
lenan;Lenan
qalan;Qalan
tapam;Tapam
apram;Apram
tibam;Tibam
aglan;Aglan
rib;Ribâ
ebam;Ebam
liban;Liban
qicm;Qicm
duhm;Duhm
buhm;Buhm
sugm;Sugm
kirm;Kirm
esitm;Esitm
renm;Renm
amicm;Amicm
begam;Begam
telm;Telm
agaline;Agaline
tecatia;Tecatia
tecatia_DESC;All praise the almighty Rudpa!
rudpa;Rudpa
basapa;Basapa
badanga;Badanga
sadigodhi;Sadigodhi
ladodhi;Ladodhi
somsur;Somsur
buppa;Buppa
kanpa;Kanpa
kagpa;Kagpa
qugpa;Qugpa
ranpa;Ranpa
akaskita;Akaskita
kuppa;Kuppa
kinsoka;Kinsoka
nagpa;Nagpa
qanpa;Qanpa
wudpa;Wudpa
rurna;Rurna
lecase;Lecase
b_renatia;Renatia
b_kugine;Kugine
b_lase;Lase
b_acya;Acya
b_ragla;Ragla
b_kaucya;Kaucya
b_tousine;Tousine
b_kelan;Kelan
ejosase;Ejosase
b_ekiam;Ekiam
b_kiorine;Kiorine
b_telune;Telune
b_lesoumerm;Lesoum'erm
b_kousase;Kousase
b_kecase;Kecase
b_qicudo;Qicudo
b_titine;Titine
kalayya;Kalayya
b_sonayya;Sonayya
b_arala;Arala
b_riacka;Riacka
b_kolala;Kolala
b_rasappa;Rasappa
b_qayaka;Qayaka
b_waluge;Waluge
b_winork;Winork
ecenuyu;Ecenuyu
katala;Katala
sud;Sud
saud;Saud
sov;Sov
qay;Qay
nos;Nos
edf;Edf
eray;Eray
say;Say
arsata;Arsata
tegaylubta;Tegæay-Lubta
kolagos;Kolagos
kuir;Kuir
qudalla;Qudalla
kadir;Kadir
lamala;Lamala
kudal;Kudal
saloj;Saloj
elal;Elal
talo;Talo
acha;Acha
adal;Adal
nu;Nu
ali;Ali
lad;Lad
kalir;Kalir
kolafiy;Kolafiy
b_bimpia;Bimpia
b_kigita;Kigita
b_alelay;Alelay
b_byudsitay;Byudsi-Tæay
b_delilia;Delilia
b_rarsanjo;Rarsanjo
b_kidanjo;Kidanjo
b_lyasilia;Lyasilia
besilia;Besilia
b_nelanos;Nelanos
b_qalita;Qalita
b_lidilos;Lidilos
b_abutay;Abutay
b_sokita;Sokita
b_eholata;Eholata
b_narentiy;Narentiy
b_bimafiy;Bimafiy
byudata;Byudata
b_esigeda;Esigeda
b_waranjo;Waranjo
b_eragos;Eragos
b_kilia;Kilia
b_asiduge;Asiduge
b_timilia;Timilia
b_lokeda;Lokeda
b_wimanos;Wimanos
kutanos;Kutanos
b_nalata;Nalata
b_rokanos;Rokanos
b_sidanjo;Sidanjo
b_kidata;Kidata
b_salata;Salata
b_relilia;Relilia
b_kagos;Kagos
b_teda;Teda
wolappa;Wolappa
b_wyehappa;Wyehappa
b_tabadra;Tabadra
b_konappa;Konappa
b_binkaka;Binka'ka
b_alayaka;Alayaka
b_ratork;Ratork
b_basia;Basia
daloos;Daloos
nabala;Nabala
bol;Bol
enab;Enab
nab;Nab
dol;Dol
babs;Babs
kee;Kee
ries;Ries
liss;Liss
agau;Agau
qeelato;Qeelato
lerote;Lerote
lerote_DESC;All praise the almighty Wa!
reorim;Reorim
rokop;Rokop
rila;Rila
ekojena;Ekojena
dezs;Dezs
rara;Rara
kela;Kela
akars;Akars
avsa;Avsa
robs;Robs
nys;Nys
weos;Weos
sutilos;Sutilos
b_danos;Dæanos
b_syudeda;Syudeda
b_kamloslay;Kamlos-Lay
b_nuruge;Nuruge
b_rubafiy;Rubafiy
b_rigeda;Rigeda
b_lesanos;Lesanos
b_rimanjo;Rimanjo
wagos;Wagos
timpia;Timpia
waray;Waray
wia;Wia
nay;Nay
baray;Baray
bay;Bay
emay;Emay
ebay;Ebay
rubay;Rubay
qamk;Qamk
dagk;Dagk
namk;Namk
kelk;Kelk
wevk;Wevk
silk;Silk
ekauk;Ekauk
seak;Seak
tagk;Tagk
sark;Sark
sanodar;Sanodar
qahulad;Qahulad
rarsa;Rarsa
avlorad;Avlorad
divanka;Divanka
lupisa;Lupisa
eblira;Eblira
kejda;Kejda
araslen;Araslen
epsa;Epsa
rimrad;Rimrad
ezveda;Ezveda
rasja;Rasja
rejva;Rejva
evli;Evli
emarsa;Emarsa
kav;Kav
sastar;Sastar
karra;Karra
berida;Berida
b_ruraria;Ruraria
b_katiu;Katiu
b_ekatiu;Ekatiu
b_aqalluma;Aqalluma
b_luad;Luad
b_eropilip;Eropilip
b_kida;Kida
b_lopnen;Lopn-En
lelip;Lelip
allelip;Allelip
datn;Datn
asviu;Asviu
siu;Siu
kyesn;Kyesn
asand;Asand
asn;Asn
rokiu;Rokiu
natn;Natn
esert;Esert
deen;Deen
emasn;Emasn
tibiu;Tibiu
ribiu;Ribiu
emadn;Emadn
aprd;Aprd
sibsi;Sibsi
qurd;Qurd
ebsi;Ebsi
eprd;Eprd
esala;Esala
dala;Dala
kadr;Kadr
sumr;Sumr
lalr;Lalr
labr;Labr
emasr;Emasr
sorabr;Sorabr
roravin;Roravin
roravin_DESC;All praise the almighty Lyeva!
lyeva;Lyeva
suranu;Suranu
natava;Natava
lurutha;Lurutha
asurula;Asurula
enu;Enu
tena;Tena
sahra;Sahra
lahsa;Lahsa
danu;Danu
rudva;Rudva
tyena;Tyena
tahna;Tahna
qyusa;Qyusa
wudnu;Wudnu
kyara;Kyara
kiunmas;Kiunmas
durga;Durga
roanadi;Roanadi
nerule;Nerule
asmuel;Asmuel
wehlosa;Wehlosèa
ririlip;Ririlip
karlbunl;Karlbunl
lucuel;Lucuel
sareina;Sareina
ehlutlu;Ehlutlu
qiraura;Qiraura
asurga;Asurga
kucuel;Kucuel
qulad;Qulad
ehleina;Ehleina
waunda;Waunda
bamenda;Bamenda
remetanda;Remetanda
tanenr;Tanenr
keseodat;Keseodat
setenr;Setenr
kalamamur;Kalamamur
toruvdi;Toruvdi
ritartn;Ritartn
wunive;Wunive
aritesaimla;Arites'aimla
banafu;Banafu
eraimoto;Eraimoto
agisarma;Agisarma
kicando;Kicando
wadron;Wadron
sanolas;Sanolas
licolas;Licolas
kagisule;Kagisule
kagisule_adj;Kagisule
terinus;Terinus
teateka;Teateka
bicekar;Bic-Ekar
nodaye;Nodaye
tusaye;Tusaye
kenens;Kenens
larnanis;Larn An Is
ryahen;Ryahenç
suheria;Suheria
awuhayan;Awuhayan
aruhibel;Aruhibel
emuhius;Emuhius
rodibel;Rodibel
kodopti;Kodopti
rieben;Riebenç
lyahes;Lyahes
dutnas;Dutn As
ecatiyer;Ecatiyer
begeorn;Begeorn
taviyer;Taviyer
badolf;Badolf
kuhars;Kuhars
epaveng;Epaveng
begiyer;Begiyer
tuheng;Tuheng
kuhgat;Kuhgat
raynald;Raynald
teteng;Teteng
satemis;Satemis
qorald;Qorald
tegunduz;Tegunduz
taurn;Taurn
susolf;Susolf
ruyalla;Ruyalla
laxison;Laxison
niyala;Niyala
qoros;Qoros
emwery;Emwery
bated;Bated
taxina;Taxina
kuroros;Kuroros
kuzyla;Kuzyla
neleyled;Neleyled
keveynada;Kevey Nada
rurey;Rurey
qosyhon;Qosyhon
badarada;Bada Rada
diyala;Diyala
wucery;Wucery
wuyaen;Wuyaen
robyla;Robyla
epuridia;Epuridia
kusada;Kusada
seuserd;Seuserd
qedodar;Qedodar
rusihal;Rusihal
busidia;Busidia
qafedacob;Qafedacob
rusid;Rusid
bohidia;Bohidia
reocob;Reocob
nolinus;Nolinus
kopoedl;Kopoedl
edopal;Edopal
asunidia;Asunidia
reous;Reous
efoladir;Efoladir
kepiid;Kepiid
koporis;Koporis
alidhin;Alidhin
dateed;Dateed
eepalwo;Ešepalwo
epriter;Epriter
wahild;Wahild
etelaka;Etelaka
qeesi;Qeesi
nelaka;Nelaka
nolalwo;Nolalwo
bauraka;Bauraka
wewaleid;Wewaleid
erupo;Erupo
wularda;Wularda
tesine;Tesine
rigina;Rigina
resina;Resina
waracik;Waracik
saroka;Saroka
baroka;Baroka
ratinan;Ratinan
necaham;Necaham
kutidan;Kutidan
tetinan;Tetinan
wahiapti;Wahiapti
saurmaalen;Saurm-A Alen
ratutan;Ratutan
nozutan;Nozutan
navoka;Navoka
qemagutan;Qemagutan
beormut;Beormut
keorakk;Keorakk
keormut;Keormut
asatemid;Asatemid
qoukh;Qoukh
lutoukh;Lutoukh
tegaurava;Tegaurava
bajadew;Bajadew
larusha;Larusha
wicipac;Wicipac
tarilen;Tarilen
bunelen;Bunelen
kolilia;Kolilia
ejesek;Ejesek
ridilia;Ridilia
bawolelen;Bawolelen
qenata;Qenata
kyumi;Kyumi
tenata;Tenata
damaherma;Damaherma
ryumata;Ryumata
anafiy;Anafiy
reniyah;Reniyah
sukeeya;Sukeeya
kogovya;Kogovya
ehodanay;Ehodanay
ravibel;Ravibel
qamsica;Qamsica
quderd;Quderd
domas;Domas
rekoman;Rekoman
terure;Terure
enaraber;Enaraber
namisi;Namisi
tiyaiya;Tiyaiya
egaotta;Egaotta
kauliya;Kauliya
kagoses;Kagoses
qanata;Qanata
ekadowerbul;Ekado Wer-Bul
reroz;Reroïz
beradir;Beradir
topal;Topal
wopith;Wopith
nakohn;Nakohn
syugal;Syugal
lyananda;Lyananda
wosaria;Wosaria
tazal;Tazal
qehajpal;Qehajpal
asaulre;Asaulre
lehenna;Lehenna
tahouwe;Tahouwe
akyugltazl;Akyugltazl
akehaletal;Akehal'etal
ruketer;Ruketer
kameki;Kameçki
retheovag;Retheovag
sepenna;Sepenna
taijine;Taijine
depeter;Depeter
turenna;Turenna
raline;Raline
qureter;Qureter
tallohn;Tallohn
qaijnataijsakepine;Qaijna-Taijsa'kepine
nukah;Nukah
raijong;Raijong
abaijine;Abaijine
ranevag;Ranevag
banong;Banong
avaline;Avaline
namicige;Namicige
qalabra;Qalabra
tuduge;Tuduge
ticotos;Ticotos
talania;Talania
baulule;Baulule
kicala;Kicala
nayya;Nayya
tusen;Tusenç
abulosk;Abulosk
qicata;Qicata
tulita;Tulita
qeraria;Qeraria
